"telepules","tipus","kisterseg","megye","regio","egyhazi_iskola"
"Bucsu","nem_hatranyos _besorolasu","Szombathelyi","Vas","Nyugat-Dunántúl",0
"Bucsuta","HH","Letenyei","Zala","Nyugat-Dunántúl",0
"Budajenő","nem_hatranyos _besorolasu","Budaörsi","Pest","Közép-magyarország",0
"Budakalász","nem_hatranyos _besorolasu","Szentendrei","Pest","Közép-magyarország",0
"Budakeszi","nem_hatranyos _besorolasu","Budaörsi","Pest","Közép-magyarország",0
"Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"Budaörs","nem_hatranyos _besorolasu","Budaörsi","Pest","Közép-magyarország",0
"Bugac","nem_hatranyos _besorolasu","Kiskunfélegyházai","Bács-Kiskun","Dél-Alföld",0
"Bugacpusztaháza","nem_hatranyos _besorolasu","Kiskunfélegyházai","Bács-Kiskun","Dél-Alföld",0
"Bugyi","nem_hatranyos _besorolasu","Gyáli","Pest","Közép-magyarország",0
"Buj","LHH","Ibrány-Nagyhalászi","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Buják","HH","Pásztói","Nógrád","Észak-Magyarország",0
"Buzsák","LHHK","Lengyeltóti","Somogy","Dél-Dunántúl",0
"Bábolna","nem_hatranyos _besorolasu","Komáromi","Komárom-Esztergom","Közép-Dunántúl",0
"Bábonymegyer","LHH","Tabi","Somogy","Dél-Dunántúl",0
"Bácsalmás","LHHK","Bácsalmási","Bács-Kiskun","Dél-Alföld",0
"Bácsbokod","nem_hatranyos _besorolasu","Bajai","Bács-Kiskun","Dél-Alföld",0
"Bácsborsód","nem_hatranyos _besorolasu","Bajai","Bács-Kiskun","Dél-Alföld",0
"Bácsszentgyörgy","nem_hatranyos _besorolasu","Bajai","Bács-Kiskun","Dél-Alföld",0
"Bácsszőlős","LHHK","Bácsalmási","Bács-Kiskun","Dél-Alföld",0
"Bágyogszovát","nem_hatranyos _besorolasu","Csornai","Győr-Moson-Sopron","Nyugat-Dunántúl",0
"Bálványos","nem_hatranyos _besorolasu","Balatonföldvári","Somogy","Dél-Dunántúl",0
"Bánd","nem_hatranyos _besorolasu","Veszprémi","Veszprém","Közép-Dunántúl",0
"Bánfa","LHHK","Szigetvári","Baranya","Dél-Dunántúl",0
"Bánhorváti","HH","Kazincbarcikai","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Bánk","nem_hatranyos _besorolasu","Rétsági","Nógrád","Észak-Magyarország",0
"Bánokszentgyörgy","HH","Letenyei","Zala","Nyugat-Dunántúl",0
"Bánréve","LHHK","Ózdi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Bár","HH","Mohácsi","Baranya","Dél-Dunántúl",0
"Bárdudvarnok","LHHK","Kadarkúti","Somogy","Dél-Dunántúl",0
"Bárna","LHH","Salgótarjáni","Nógrád","Észak-Magyarország",0
"Bársonyos","HH","Kisbéri","Komárom-Esztergom","Közép-Dunántúl",0
"Báránd","LHH","Püspökladányi","Hajdú-Bihar","Észak-Alföld",0
"Báta","nem_hatranyos _besorolasu","Szekszárdi","Tolna","Dél-Dunántúl",0
"Bátaapáti","nem_hatranyos _besorolasu","Bonyhádi","Tolna","Dél-Dunántúl",0
"Bátaszék","nem_hatranyos _besorolasu","Szekszárdi","Tolna","Dél-Dunántúl",0
"Bátmonostor","nem_hatranyos _besorolasu","Bajai","Bács-Kiskun","Dél-Alföld",0
"Bátonyterenye","LHHK","Bátonyterenyei","Nógrád","Észak-Magyarország",0
"Bátor","HH","Bélapátfalvai","Heves","Észak-Magyarország",0
"Bátorliget","LHHK","Nyírbátori","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Bátya","HH","Kalocsai","Bács-Kiskun","Dél-Alföld",0
"Bázakerettye","HH","Letenyei","Zala","Nyugat-Dunántúl",0
"Béb","nem_hatranyos _besorolasu","Pápai","Veszprém","Közép-Dunántúl",0
"Békás","nem_hatranyos _besorolasu","Pápai","Veszprém","Közép-Dunántúl",0
"Békés","LHH","Békési","Békés","Dél-Alföld",1
"Békéscsaba","nem_hatranyos _besorolasu","Békéscsabai","Békés","Dél-Alföld",0
"Békésszentandrás","HH","Szarvasi","Békés","Dél-Alföld",0
"Békéssámson","HH","Orosházai","Békés","Dél-Alföld",0
"Bélapátfalva","HH","Bélapátfalvai","Heves","Észak-Magyarország",0
"Bélavár","LHHK","Barcsi","Somogy","Dél-Dunántúl",0
"Bélmegyer","LHH","Békési","Békés","Dél-Alföld",0
"Bénye","nem_hatranyos _besorolasu","Monori","Pest","Közép-magyarország",0
"Bér","HH","Pásztói","Nógrád","Észak-Magyarország",0
"Bérbaltavár","nem_hatranyos _besorolasu","Vasvári","Vas","Nyugat-Dunántúl",0
"Bócsa","HH","Kiskőrösi","Bács-Kiskun","Dél-Alföld",0
"Bódvalenke","LHHK","Edelényi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Bódvarákó","LHHK","Edelényi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Bódvaszilas","LHHK","Edelényi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Bókaháza","nem_hatranyos _besorolasu","Keszthelyi","Zala","Nyugat-Dunántúl",0
"Bóly","HH","Mohácsi","Baranya","Dél-Dunántúl",0
"Bózsva","HH","Sátoraljaújhelyi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Böde","nem_hatranyos _besorolasu","Zalaegerszegi","Zala","Nyugat-Dunántúl",0
"Bödeháza","nem_hatranyos _besorolasu","Lenti","Zala","Nyugat-Dunántúl",0
"Bögöt","nem_hatranyos _besorolasu","Sárvári","Vas","Nyugat-Dunántúl",0
"Bögöte","nem_hatranyos _besorolasu","Sárvári","Vas","Nyugat-Dunántúl",0
"Böhönye","HH","Marcali","Somogy","Dél-Dunántúl",0
"Bököny","HH","Nagykállói","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Bölcske","nem_hatranyos _besorolasu","Paksi","Tolna","Dél-Dunántúl",0
"Börcs","nem_hatranyos _besorolasu","Győri","Győr-Moson-Sopron","Nyugat-Dunántúl",0
"Börzönce","nem_hatranyos _besorolasu","Nagykanizsai","Zala","Nyugat-Dunántúl",0
"Búcsúszentlászló","HH","Pacsai","Zala","Nyugat-Dunántúl",0
"Bük","nem_hatranyos _besorolasu","Csepregi","Vas","Nyugat-Dunántúl",0
"Bükkaranyos","nem_hatranyos _besorolasu","Miskolci","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Bükkmogyorósd","LHHK","Ózdi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Bükkszenterzsébet","LHH","Pétervásárai","Heves","Észak-Magyarország",0
"Bükkszentkereszt","nem_hatranyos _besorolasu","Miskolci","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Bükkszentmárton","HH","Bélapátfalvai","Heves","Észak-Magyarország",0
"Bükkszék","LHH","Pétervásárai","Heves","Észak-Magyarország",0
"Bükkzsérc","HH","Mezőkövesdi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Bükkábrány","HH","Mezőkövesdi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Bükkösd","HH","Szentlőrinci","Baranya","Dél-Dunántúl",0
"Bürüs","LHHK","Szigetvári","Baranya","Dél-Dunántúl",0
"Büssü","HH","Kaposvári","Somogy","Dél-Dunántúl",0
"Büttös","LHHK","Encsi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Bő","nem_hatranyos _besorolasu","Csepregi","Vas","Nyugat-Dunántúl",0
"Bőcs","nem_hatranyos _besorolasu","Miskolci","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Bőny","nem_hatranyos _besorolasu","Győri","Győr-Moson-Sopron","Nyugat-Dunántúl",0
"Bőszénfa","HH","Kaposvári","Somogy","Dél-Dunántúl",0
"Bősárkány","nem_hatranyos _besorolasu","Csornai","Győr-Moson-Sopron","Nyugat-Dunántúl",0
"Cakóháza","nem_hatranyos _besorolasu","Csornai","Győr-Moson-Sopron","Nyugat-Dunántúl",0
"Cece","HH","Sárbogárdi","Fejér","Közép-Dunántúl",0
"Cegléd","nem_hatranyos _besorolasu","Ceglédi","Pest","Közép-magyarország",1
"Ceglédbercel","nem_hatranyos _besorolasu","Ceglédi","Pest","Közép-magyarország",0
"Celldömölk","nem_hatranyos _besorolasu","Celldömölki","Vas","Nyugat-Dunántúl",1
"Cered","LHH","Salgótarjáni","Nógrád","Észak-Magyarország",0
"Chernelházadamonya","nem_hatranyos _besorolasu","Csepregi","Vas","Nyugat-Dunántúl",0
"Cibakháza","LHH","Kunszentmártoni","Jász-Nagykun-Szolnok","Észak-Alföld",0
"Cigánd","LHHK","Bodrogközi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Cikó","nem_hatranyos _besorolasu","Bonyhádi","Tolna","Dél-Dunántúl",0
"Cirák","nem_hatranyos _besorolasu","Kapuvár-Beledi","Győr-Moson-Sopron","Nyugat-Dunántúl",0
"Csabacsűd","HH","Szarvasi","Békés","Dél-Alföld",0
"Csabaszabadi","nem_hatranyos _besorolasu","Békéscsabai","Békés","Dél-Alföld",0
"Csabdi","nem_hatranyos _besorolasu","Bicskei","Fejér","Közép-Dunántúl",0
"Csabrendek","HH","Sümegi","Veszprém","Közép-Dunántúl",0
"Csaholc","LHHK","Fehérgyarmati","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Csajág","nem_hatranyos _besorolasu","Balatonalmádi","Veszprém","Közép-Dunántúl",1
"Csanytelek","HH","Csongrádi","Csongrád","Dél-Alföld",0
"Csanádalberti","HH","Makói","Csongrád","Dél-Alföld",0
"Csanádapáca","HH","Orosházai","Békés","Dél-Alföld",0
"Csanádpalota","HH","Makói","Csongrád","Dél-Alföld",0
"Csapi","nem_hatranyos _besorolasu","Nagykanizsai","Zala","Nyugat-Dunántúl",0
"Csapod","nem_hatranyos _besorolasu","Sopron-Fertődi","Győr-Moson-Sopron","Nyugat-Dunántúl",0
"Csarnóta","HH","Siklósi","Baranya","Dél-Dunántúl",0
"Csaroda","LHHK","Vásárosnaményi","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Csataszög","nem_hatranyos _besorolasu","Szolnoki","Jász-Nagykun-Szolnok","Észak-Alföld",0
"Csatka","HH","Kisbéri","Komárom-Esztergom","Közép-Dunántúl",0
"Csatár","nem_hatranyos _besorolasu","Zalaegerszegi","Zala","Nyugat-Dunántúl",0
"Csebény","LHHK","Szigetvári","Baranya","Dél-Dunántúl",0
"Csegöld","LHHK","Fehérgyarmati","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Csehbánya","nem_hatranyos _besorolasu","Ajkai","Veszprém","Közép-Dunántúl",0
"Csehi","HH","Vasvári","Vas","Nyugat-Dunántúl",0
"Csehimindszent","HH","Vasvári","Vas","Nyugat-Dunántúl",0
"Csempeszkopács","nem_hatranyos _besorolasu","Szombathelyi","Vas","Nyugat-Dunántúl",0
"Csemő","nem_hatranyos _besorolasu","Ceglédi","Pest","Közép-magyarország",0
"Csengele","LHHK","Kisteleki","Csongrád","Dél-Alföld",0
"Csenger","LHHK","Csengeri","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Csengersima","LHHK","Csengeri","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Csengerújfalu","LHHK","Csengeri","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Csengőd","HH","Kiskőrösi","Bács-Kiskun","Dél-Alföld",0
"Csenyéte","LHHK","Encsi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Csepreg","nem_hatranyos _besorolasu","Csepregi","Vas","Nyugat-Dunántúl",0
"Cserdi","HH","Szentlőrinci","Baranya","Dél-Dunántúl",0
"Cserháthaláp","nem_hatranyos _besorolasu","Balassagyarmati","Nógrád","Észak-Magyarország",0
"Cserhátsurány","nem_hatranyos _besorolasu","Balassagyarmati","Nógrád","Észak-Magyarország",0
"Cserhátszentiván","HH","Pásztói","Nógrád","Észak-Magyarország",0
"Cserkeszőlő","LHH","Kunszentmártoni","Jász-Nagykun-Szolnok","Észak-Alföld",0
"Cserkút","nem_hatranyos _besorolasu","Pécsi","Baranya","Dél-Dunántúl",0
"Csernely","LHHK","Ózdi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Cserszegtomaj","nem_hatranyos _besorolasu","Hévízi","Zala","Nyugat-Dunántúl",0
"Csertalakos","nem_hatranyos _besorolasu","Lenti","Zala","Nyugat-Dunántúl",0
"Csertő","LHHK","Szigetvári","Baranya","Dél-Dunántúl",0
"Cserénfa","HH","Kaposvári","Somogy","Dél-Dunántúl",0
"Cserépfalu","HH","Mezőkövesdi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Cserépváralja","HH","Mezőkövesdi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Csesznek","nem_hatranyos _besorolasu","Zirci","Veszprém","Közép-Dunántúl",0
"Csesztreg","nem_hatranyos _besorolasu","Lenti","Zala","Nyugat-Dunántúl",0
"Csesztve","nem_hatranyos _besorolasu","Balassagyarmati","Nógrád","Észak-Magyarország",0
"Csetény","nem_hatranyos _besorolasu","Zirci","Veszprém","Közép-Dunántúl",0
"Csibrák","HH","Dombóvári","Tolna","Dél-Dunántúl",0
"Csikvánd","nem_hatranyos _besorolasu","Téti","Győr-Moson-Sopron","Nyugat-Dunántúl",0
"Csikéria","LHHK","Bácsalmási","Bács-Kiskun","Dél-Alföld",0
"Csikóstőttős","HH","Dombóvári","Tolna","Dél-Dunántúl",0
"Csincse","HH","Mezőkövesdi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Csipkerek","HH","Vasvári","Vas","Nyugat-Dunántúl",0
"Csitár","nem_hatranyos _besorolasu","Balassagyarmati","Nógrád","Észak-Magyarország",0
"Csobaj","LHHK","Tokaji","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Csobád","LHHK","Encsi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Csobánka","nem_hatranyos _besorolasu","Szentendrei","Pest","Közép-magyarország",0
"Csokonyavisonta","LHHK","Barcsi","Somogy","Dél-Dunántúl",0
"Csokvaomány","LHHK","Ózdi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Csolnok","nem_hatranyos _besorolasu","Dorogi","Komárom-Esztergom","Közép-Dunántúl",0
"Csoma","HH","Kaposvári","Somogy","Dél-Dunántúl",0
"Csombárd","HH","Kaposvári","Somogy","Dél-Dunántúl",0
"Csomád","nem_hatranyos _besorolasu","Veresegyházi","Pest","Közép-magyarország",0
"Csongrád","HH","Csongrádi","Csongrád","Dél-Alföld",0
"Csonkahegyhát","nem_hatranyos _besorolasu","Zalaegerszegi","Zala","Nyugat-Dunántúl",0
"Csonkamindszent","HH","Szentlőrinci","Baranya","Dél-Dunántúl",0
"Csopak","nem_hatranyos _besorolasu","Balatonfüredi","Veszprém","Közép-Dunántúl",1
"Csorna","nem_hatranyos _besorolasu","Csornai","Győr-Moson-Sopron","Nyugat-Dunántúl",1
"Csorvás","HH","Orosházai","Békés","Dél-Alföld",0
"Csurgó","LHHK","Csurgói","Somogy","Dél-Dunántúl",0
"Csurgónagymarton","LHHK","Csurgói","Somogy","Dél-Dunántúl",0
"Csáfordjánosfa","nem_hatranyos _besorolasu","Sopron-Fertődi","Győr-Moson-Sopron","Nyugat-Dunántúl",0
"Csákberény","nem_hatranyos _besorolasu","Móri","Fejér","Közép-Dunántúl",0
"Csákvár","nem_hatranyos _besorolasu","Bicskei","Fejér","Közép-Dunántúl",1
"Csákány","HH","Marcali","Somogy","Dél-Dunántúl",0
"Csákánydoroszló","nem_hatranyos _besorolasu","Körmendi","Vas","Nyugat-Dunántúl",0
"Csánig","nem_hatranyos _besorolasu","Sárvári","Vas","Nyugat-Dunántúl",0
"Csány","nem_hatranyos _besorolasu","Hatvani","Heves","Észak-Magyarország",0
"Csányoszró","LHHK","Sellyei","Baranya","Dél-Dunántúl",0
"Csárdaszállás","LHH","Békési","Békés","Dél-Alföld",0
"Császló","LHHK","Fehérgyarmati","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Császár","HH","Kisbéri","Komárom-Esztergom","Közép-Dunántúl",0
"Császártöltés","HH","Kiskőrösi","Bács-Kiskun","Dél-Alföld",0
"Csátalja","nem_hatranyos _besorolasu","Bajai","Bács-Kiskun","Dél-Alföld",0
"Csávoly","nem_hatranyos _besorolasu","Bajai","Bács-Kiskun","Dél-Alföld",0
"Csécse","HH","Pásztói","Nógrád","Észak-Magyarország",0
"Csém","nem_hatranyos _besorolasu","Komáromi","Komárom-Esztergom","Közép-Dunántúl",0
"Csénye","nem_hatranyos _besorolasu","Sárvári","Vas","Nyugat-Dunántúl",0
"Csép","HH","Kisbéri","Komárom-Esztergom","Közép-Dunántúl",0
"Csépa","LHH","Kunszentmártoni","Jász-Nagykun-Szolnok","Észak-Alföld",0
"Csér","nem_hatranyos _besorolasu","Sopron-Fertődi","Győr-Moson-Sopron","Nyugat-Dunántúl",0
"Csévharaszt","nem_hatranyos _besorolasu","Monori","Pest","Közép-magyarország",0
"Csókakő","nem_hatranyos _besorolasu","Móri","Fejér","Közép-Dunántúl",0
"Csólyospálos","HH","Kiskunmajsai","Bács-Kiskun","Dél-Alföld",0
"Csór","nem_hatranyos _besorolasu","Székesfehérvári","Fejér","Közép-Dunántúl",0
"Csót","nem_hatranyos _besorolasu","Pápai","Veszprém","Közép-Dunántúl",0
"Csöde","nem_hatranyos _besorolasu","Zalaegerszegi","Zala","Nyugat-Dunántúl",0
"Csögle","nem_hatranyos _besorolasu","Devecseri","Veszprém","Közép-Dunántúl",0
"Csökmő","LHHK","Berettyóújfalui","Hajdú-Bihar","Észak-Alföld",0
"Csököly","LHHK","Kadarkúti","Somogy","Dél-Dunántúl",0
"Csömend","HH","Marcali","Somogy","Dél-Dunántúl",0
"Csömödér","nem_hatranyos _besorolasu","Lenti","Zala","Nyugat-Dunántúl",0
"Csömör","nem_hatranyos _besorolasu","Gödöllői","Pest","Közép-magyarország",0
"Csönge","nem_hatranyos _besorolasu","Celldömölki","Vas","Nyugat-Dunántúl",0
"Csörnyeföld","HH","Letenyei","Zala","Nyugat-Dunántúl",0
"Csörög","nem_hatranyos _besorolasu","Váci","Pest","Közép-magyarország",0
"Csörötnek","nem_hatranyos _besorolasu","Szentgotthárdi","Vas","Nyugat-Dunántúl",0
"Csősz","HH","Abai","Fejér","Közép-Dunántúl",0
"Csővár","nem_hatranyos _besorolasu","Váci","Pest","Közép-magyarország",0
"Cák","nem_hatranyos _besorolasu","Kőszegi","Vas","Nyugat-Dunántúl",0
"Cégénydányád","LHHK","Fehérgyarmati","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Cún","HH","Siklósi","Baranya","Dél-Dunántúl",0
"Dabas","nem_hatranyos _besorolasu","Dabasi","Pest","Közép-magyarország",0
"Dabronc","HH","Sümegi","Veszprém","Közép-Dunántúl",0
"Dabrony","nem_hatranyos _besorolasu","Devecseri","Veszprém","Közép-Dunántúl",0
"Dad","nem_hatranyos _besorolasu","Oroszlányi","Komárom-Esztergom","Közép-Dunántúl",1
"Dalmand","HH","Dombóvári","Tolna","Dél-Dunántúl",0
"Damak","LHHK","Edelényi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Daraboshegy","nem_hatranyos _besorolasu","Körmendi","Vas","Nyugat-Dunántúl",0
"Darnó","LHHK","Fehérgyarmati","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Darnózseli","nem_hatranyos _besorolasu","Mosonmagyaróvári","Győr-Moson-Sopron","Nyugat-Dunántúl",0
"Daruszentmiklós","nem_hatranyos _besorolasu","Dunaújvárosi","Fejér","Közép-Dunántúl",0
"Darvas","LHHK","Berettyóújfalui","Hajdú-Bihar","Észak-Alföld",0
"Darány","nem_hatranyos _besorolasu","Barcsi","Somogy","Dél-Dunántúl",0
"Debercsény","nem_hatranyos _besorolasu","Balassagyarmati","Nógrád","Észak-Magyarország",0
"Debrecen","nem_hatranyos _besorolasu","Debreceni","Hajdú-Bihar","Észak-Alföld",1
"Debréte","LHHK","Edelényi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Decs","nem_hatranyos _besorolasu","Szekszárdi","Tolna","Dél-Dunántúl",0
"Dejtár","nem_hatranyos _besorolasu","Balassagyarmati","Nógrád","Észak-Magyarország",0
"Demecser","LHH","Ibrány-Nagyhalászi","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Demjén","nem_hatranyos _besorolasu","Egri","Heves","Észak-Magyarország",0
"Dencsháza","LHHK","Szigetvári","Baranya","Dél-Dunántúl",0
"Derecske","LHH","Derecske-Létavérte","Hajdú-Bihar","Észak-Alföld",0
"Derekegyház","HH","Szentesi","Csongrád","Dél-Alföld",0
"Deszk","nem_hatranyos _besorolasu","Szegedi","Csongrád","Dél-Alföld",0
"Detek","LHHK","Encsi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Detk","nem_hatranyos _besorolasu","Gyöngyösi","Heves","Észak-Magyarország",0
"Devecser","nem_hatranyos _besorolasu","Devecseri","Veszprém","Közép-Dunántúl",0
"Dinnyeberki","HH","Szentlőrinci","Baranya","Dél-Dunántúl",0
"Diósberény","LHHK","Tamási","Tolna","Dél-Dunántúl",0
"Diósd","nem_hatranyos _besorolasu","Érdi","Pest","Közép-magyarország",0
"Diósjenő","nem_hatranyos _besorolasu","Rétsági","Nógrád","Észak-Magyarország",0
"Dióskál","HH","Pacsai","Zala","Nyugat-Dunántúl",0
"Diósviszló","HH","Siklósi","Baranya","Dél-Dunántúl",0
"Doba","nem_hatranyos _besorolasu","Devecseri","Veszprém","Közép-Dunántúl",0
"Doboz","LHH","Békési","Békés","Dél-Alföld",0
"Dobri","nem_hatranyos _besorolasu","Lenti","Zala","Nyugat-Dunántúl",0
"Dobronhegy","nem_hatranyos _besorolasu","Zalaegerszegi","Zala","Nyugat-Dunántúl",0
"Domaháza","LHHK","Ózdi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Domaszék","nem_hatranyos _besorolasu","Szegedi","Csongrád","Dél-Alföld",0
"Dombegyház","LHHK","Mezőkovácsházai","Békés","Dél-Alföld",0
"Dombiratos","LHHK","Mezőkovácsházai","Békés","Dél-Alföld",0
"Dombrád","HH","Kisvárdai","Szabolcs-Szatmár-Bereg","Észak-Alföld",1
"Dombóvár","HH","Dombóvári","Tolna","Dél-Dunántúl",0
"Domony","nem_hatranyos _besorolasu","Aszódi","Pest","Közép-magyarország",0
"Domoszló","nem_hatranyos _besorolasu","Gyöngyösi","Heves","Észak-Magyarország",0
"Dormánd","HH","Füzesabonyi","Heves","Észak-Magyarország",0
"Dorog","nem_hatranyos _besorolasu","Dorogi","Komárom-Esztergom","Közép-Dunántúl",0
"Dorogháza","LHHK","Bátonyterenyei","Nógrád","Észak-Magyarország",0
"Dozmat","nem_hatranyos _besorolasu","Szombathelyi","Vas","Nyugat-Dunántúl",0
"Drágszél","HH","Kalocsai","Bács-Kiskun","Dél-Alföld",0
"Drávacsehi","HH","Siklósi","Baranya","Dél-Dunántúl",0
"Drávacsepely","HH","Siklósi","Baranya","Dél-Dunántúl",0
"Drávafok","LHHK","Sellyei","Baranya","Dél-Dunántúl",0
"Drávagárdony","LHHK","Barcsi","Somogy","Dél-Dunántúl",0
"Drávaiványi","LHHK","Sellyei","Baranya","Dél-Dunántúl",0
"Drávakeresztúr","LHHK","Sellyei","Baranya","Dél-Dunántúl",0
"Drávapalkonya","HH","Siklósi","Baranya","Dél-Dunántúl",0
"Drávapiski","HH","Siklósi","Baranya","Dél-Dunántúl",0
"Drávaszabolcs","HH","Siklósi","Baranya","Dél-Dunántúl",0
"Drávaszerdahely","HH","Siklósi","Baranya","Dél-Dunántúl",0
"Drávasztára","LHHK","Sellyei","Baranya","Dél-Dunántúl",0
"Drávatamási","LHHK","Barcsi","Somogy","Dél-Dunántúl",0
"Drégelypalánk","nem_hatranyos _besorolasu","Balassagyarmati","Nógrád","Észak-Magyarország",0
"Dubicsány","LHHK","Ózdi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Dudar","nem_hatranyos _besorolasu","Zirci","Veszprém","Közép-Dunántúl",0
"Duka","nem_hatranyos _besorolasu","Celldömölki","Vas","Nyugat-Dunántúl",0
"Dunaalmás","nem_hatranyos _besorolasu","Tatai","Komárom-Esztergom","Közép-Dunántúl",0
